Schema,Table
OCEAN1_SVCMGR2,JBM_MSG_REF
OCEAN1_SVCMGR2,HILOSEQUENCES
OCEAN1_SVCMGR2,JBM_TX_EX
OCEAN1_SVCMGR2,JBM_USER
OCEAN1_SVCMGR2,JBM_ID_CACHE
OCEAN1_SVCMGR2,JBM_COUNTER
OCEAN1_SVCMGR2,JBM_CLUSTER
OCEAN1_SVCMGR2,JBM_POSTOFFICE
OCEAN1_SVCMGR2,JBM_DUAL
OCEAN1_SVCMGR2,JBM_ROLE
