Schema,Table
CAS_SVCMGR,JBM_ROLE
CAS_SVCMGR,JBM_ID_CACHE
CAS_SVCMGR,JBM_COUNTER
CAS_SVCMGR,JBM_TX_EX
CAS_SVCMGR,JBM_MSG_REF
CAS_SVCMGR,JBM_DUAL
CAS_SVCMGR,JBM_POSTOFFICE
CAS_SVCMGR,JBM_USER
CAS_SVCMGR,HILOSEQUENCES
