Schema,Table
VINSIGHT_GUIMGR2,JBM_POSTOFFICE
VINSIGHT_GUIMGR2,JBM_ROLE
VINSIGHT_GUIMGR2,JBM_TX_EX
VINSIGHT_GUIMGR2,JBM_DUAL
VINSIGHT_GUIMGR2,JBM_MSG_REF
VINSIGHT_GUIMGR2,JBM_USER
VINSIGHT_GUIMGR2,HILOSEQUENCES
VINSIGHT_GUIMGR2,JBM_ID_CACHE
VINSIGHT_GUIMGR2,JBM_CLUSTER
VINSIGHT_GUIMGR2,JBM_COUNTER
